Sandslash,Slash
Sandslash,Hyper_Beam
Sandslash,Giga_Impact
Sandslash,Sand-Attack
Sandslash,Scratch
Sandslash,Defense_Curl
Sandslash,Sand-Attack
Sandslash,Poison_Sting
Sandslash,Sand-Attack
Sandslash,Poison_Sting
Sandslash,Rollout
Sandslash,Rapid_Spin
Sandslash,Swift
Sandslash,Fury_Cutter
Sandslash,Magnitude
Sandslash,Fury_Swipes
Sandslash,Crush_Claw
Sandslash,Sand_Tomb
Sandslash,Slash
Sandslash,Dig
Sandslash,Gyro_Ball
Sandslash,Swords_Dance
Sandslash,Sandstorm
Sandslash,Earthquake
Sandslash,Defense_Curl
Sandslash,Hone_Claws
Sandslash,Toxic
Sandslash,Hidden_Power
Sandslash,Sunny_Day
Sandslash,Hyper_Beam
Sandslash,Protect
Sandslash,Safeguard
Sandslash,Frustration
Sandslash,Earthquake
Sandslash,Return
Sandslash,Dig
Sandslash,Brick_Break
Sandslash,Double_Team
Sandslash,Sandstorm
Sandslash,Rock_Tomb
Sandslash,Aerial_Ace
Sandslash,Facade
Sandslash,Rest
Sandslash,Attract
Sandslash,Thief
Sandslash,Round
Sandslash,Focus_Blast
Sandslash,Fling
Sandslash,Shadow_Claw
Sandslash,Giga_Impact
Sandslash,Stone_Edge
Sandslash,Gyro_Ball
Sandslash,Swords_Dance
Sandslash,Bulldoze
Sandslash,Rock_Slide
Sandslash,X-Scissor
Sandslash,Poison_Jab
Sandslash,Swagger
Sandslash,Substitute
Sandslash,Rock_Smash
Sandslash,Cut
Sandslash,Strength
Sandslash,Chip_Away
Sandslash,Counter
Sandslash,Crush_Claw
Sandslash,Endure
Sandslash,Flail
Sandslash,Metal_Claw
Sandslash,Mud_Shot
Sandslash,Night_Slash
Sandslash,Rapid_Spin
Sandslash,Rock_Climb
Sandslash,Covet
Sandslash,Earth_Power
Sandslash,Iron_Tail
Sandslash,Knock_Off
Sandslash,Sleep_Talk
Sandslash,Snore
Sandslash,Stealth_Rock
Sandslash,Super_Fang
Sandslash,Super_Fang
NidoranF,Scratch
NidoranF,Bite
NidoranF,Growl
NidoranF,Scratch
NidoranF,Tail_Whip
NidoranF,Double_Kick
NidoranF,Poison_Sting
NidoranF,Fury_Swipes
NidoranF,Bite
NidoranF,Helping_Hand
NidoranF,Toxic_Spikes
NidoranF,Flatter
NidoranF,Crunch
NidoranF,Captivate
NidoranF,Poison_Fang
NidoranF,Hone_Claws
NidoranF,Toxic
NidoranF,Venoshock
NidoranF,Hidden_Power
NidoranF,Sunny_Day
NidoranF,Ice_Beam
NidoranF,Blizzard
NidoranF,Protect
NidoranF,Rain_Dance
NidoranF,Frustration
NidoranF,Thunderbolt
NidoranF,Thunder
NidoranF,Return
NidoranF,Dig
NidoranF,Double_Team
NidoranF,Sludge_Bomb
NidoranF,Aerial_Ace
NidoranF,Facade
NidoranF,Rest
NidoranF,Attract
NidoranF,Thief
NidoranF,Round
NidoranF,Shadow_Claw
NidoranF,Poison_Jab
NidoranF,Swagger
NidoranF,Substitute
NidoranF,Rock_Smash
NidoranF,Cut
NidoranF,Strength
NidoranF,Beat_Up
NidoranF,Charm
NidoranF,Chip_Away
NidoranF,Counter
NidoranF,Disable
NidoranF,Endure
NidoranF,Focus_Energy
NidoranF,Iron_Tail
NidoranF,Poison_Tail
NidoranF,Pursuit
NidoranF,Skull_Bash
NidoranF,Supersonic
NidoranF,Take_Down
NidoranF,Helping_Hand
NidoranF,Iron_Tail
NidoranF,Sleep_Talk
NidoranF,Snore
NidoranF,Super_Fang
NidoranF,Sucker_Punch
NidoranF,Super_Fang
Nidorina,Growl
Nidorina,Scratch
Nidorina,Tail_Whip
Nidorina,Double_Kick
Nidorina,Poison_Sting
Nidorina,Fury_Swipes
Nidorina,Bite
Nidorina,Helping_Hand
Nidorina,Toxic_Spikes
Nidorina,Flatter
Nidorina,Crunch
Nidorina,Captivate
Nidorina,Poison_Fang
Nidorina,Hone_Claws
Nidorina,Toxic
Nidorina,Venoshock
Nidorina,Hidden_Power
Nidorina,Sunny_Day
Nidorina,Ice_Beam
Nidorina,Blizzard
Nidorina,Protect
Nidorina,Rain_Dance
Nidorina,Frustration
Nidorina,Thunderbolt
Nidorina,Thunder
Nidorina,Return
Nidorina,Dig
Nidorina,Double_Team
Nidorina,Sludge_Bomb
Nidorina,Aerial_Ace
Nidorina,Facade
Nidorina,Rest
Nidorina,Attract
Nidorina,Thief
Nidorina,Round
Nidorina,Echoed_Voice
Nidorina,Shadow_Claw
Nidorina,Poison_Jab
Nidorina,Swagger
Nidorina,Substitute
Nidorina,Rock_Smash
Nidorina,Cut
Nidorina,Strength
Nidorina,Beat_Up
Nidorina,Charm
Nidorina,Chip_Away
Nidorina,Counter
Nidorina,Disable
Nidorina,Endure
Nidorina,Focus_Energy
Nidorina,Iron_Tail
Nidorina,Poison_Tail
Nidorina,Pursuit
Nidorina,Skull_Bash
Nidorina,Supersonic
Nidorina,Take_Down
Nidorina,Helping_Hand
Nidorina,Iron_Tail
Nidorina,Sleep_Talk
Nidorina,Snore
Nidorina,Super_Fang
Nidorina,Sucker_Punch
Nidorina,Super_Fang
Nidorina,Bite
Nidoqueen,Hyper_Beam
Nidoqueen,Giga_Impact
Nidoqueen,Scratch
Nidoqueen,Tail_Whip
Nidoqueen,Double_Kick
Nidoqueen,Poison_Sting
Nidoqueen,Chip_Away
Nidoqueen,Body_Slam
Nidoqueen,Earth_Power
Nidoqueen,Superpower
Nidoqueen,Hone_Claws
Nidoqueen,Roar
Nidoqueen,Toxic
Nidoqueen,Venoshock
Nidoqueen,Hidden_Power
Nidoqueen,Sunny_Day
Nidoqueen,Taunt
Nidoqueen,Ice_Beam
Nidoqueen,Blizzard
Nidoqueen,Hyper_Beam
Nidoqueen,Protect
Nidoqueen,Rain_Dance
Nidoqueen,Frustration
Nidoqueen,Smack_Down
Nidoqueen,Thunderbolt
Nidoqueen,Thunder
Nidoqueen,Earthquake
Nidoqueen,Return
Nidoqueen,Dig
Nidoqueen,Shadow_Ball
Nidoqueen,Brick_Break
Nidoqueen,Double_Team
Nidoqueen,Sludge_Wave
Nidoqueen,Flamethrower
Nidoqueen,Sludge_Bomb
Nidoqueen,Sandstorm
Nidoqueen,Fire_Blast
Nidoqueen,Rock_Tomb
Nidoqueen,Aerial_Ace
Nidoqueen,Torment
Nidoqueen,Facade
Nidoqueen,Rest
Nidoqueen,Attract
Nidoqueen,Thief
Nidoqueen,Round
Nidoqueen,Echoed_Voice
Nidoqueen,Focus_Blast
Nidoqueen,Fling
Nidoqueen,Incinerate
Nidoqueen,Quash
Nidoqueen,Shadow_Claw
Nidoqueen,Giga_Impact
Nidoqueen,Stone_Edge
Nidoqueen,Bulldoze
Nidoqueen,Rock_Slide
Nidoqueen,Dragon_Tail
Nidoqueen,Poison_Jab
Nidoqueen,Swagger
Nidoqueen,Substitute
Nidoqueen,Rock_Smash
Nidoqueen,Cut
Nidoqueen,Surf
Nidoqueen,Strength
Nidoqueen,Beat_Up
Nidoqueen,Charm
Nidoqueen,Chip_Away
Nidoqueen,Counter
Nidoqueen,Disable
Nidoqueen,Endure
Nidoqueen,Focus_Energy
Nidoqueen,Iron_Tail
Nidoqueen,Poison_Tail
Nidoqueen,Pursuit
Nidoqueen,Skull_Bash
Nidoqueen,Supersonic
Nidoqueen,Take_Down
Nidoqueen,Aqua_Tail
Nidoqueen,Dragon_Pulse
Nidoqueen,Earth_Power
Nidoqueen,Fire_Punch
Nidoqueen,Helping_Hand
Nidoqueen,Ice_Punch
Nidoqueen,Icy_Wind
Nidoqueen,Iron_Tail
Nidoqueen,Outrage
Nidoqueen,Sleep_Talk
Nidoqueen,Snore
Nidoqueen,Stealth_Rock
Nidoqueen,Super_Fang
Nidoqueen,Superpower
Nidoqueen,ThunderPunch
Nidoqueen,Uproar
Nidoqueen,Growl
Nidoqueen,Fury_Swipes
Nidoqueen,Bite
Nidoqueen,Helping_Hand
Nidoqueen,Toxic_Spikes
Nidoqueen,Flatter
Nidoqueen,Crunch
Nidoqueen,Captivate
Nidoqueen,Poison_Fang
Nidoqueen,Sucker_Punch
Nidoqueen,Super_Fang
NidoranM,Leer
NidoranM,Peck
NidoranM,Focus_Energy
NidoranM,Double_Kick
NidoranM,Poison_Sting
NidoranM,Fury_Attack
NidoranM,Horn_Attack
NidoranM,Helping_Hand
NidoranM,Toxic_Spikes
NidoranM,Flatter
NidoranM,Poison_Jab
NidoranM,Captivate
NidoranM,Horn_Drill
NidoranM,Hone_Claws
NidoranM,Toxic
NidoranM,Venoshock
NidoranM,Hidden_Power
NidoranM,Sunny_Day
NidoranM,Ice_Beam
NidoranM,Blizzard
NidoranM,Protect
NidoranM,Rain_Dance
NidoranM,Frustration
NidoranM,Thunderbolt
NidoranM,Thunder
NidoranM,Return
